title,description,search
"ESCU - Suspicious wevtutil Usage - Rule","The wevtutil.exe application is the windows event log utility. This searches for wevtutil.exe with parameters for clearing the application, security, setup, or system event logs.","
 tstats `security_content_summariesonly` values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = wevtutil.exe Processes.process=""*cl*"" (Processes.process=""*System*"" OR Processes.process=""*Security*"" OR Processes.process=""*Setup*"" OR Processes.process=""*Application*"") by Processes.process_name Processes.parent_process_name Processes.dest Processes.user
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
`security_content_ctime(lastTime)` 
 `suspicious_wevtutil_usage_filter`"
"ESCU - Suspicious writes to windows Recycle Bin - Rule","This search detects writes to the recycle bin by a process other than explorer.exe.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(Filesystem.file_path) as file_path values(Filesystem.file_name) as file_name FROM datamodel=Endpoint.Filesystem where Filesystem.file_path = ""*$Recycle.Bin*"" by Filesystem.process_id Filesystem.dest 
 `drop_dm_object_name(""Filesystem"")`
 search [
 tstats `security_content_summariesonly` values(Processes.user) as user values(Processes.process_name) as process_name values(Processes.parent_process_name) as parent_process_name FROM datamodel=Endpoint.Processes where Processes.process_name != ""explorer.exe"" by Processes.process_id Processes.dest
 `drop_dm_object_name(""Processes"")` 
 table process_id dest] 
 `suspicious_writes_to_windows_recycle_bin_filter`"
"ESCU - System Information Discovery Detection - Rule","Detect system information discovery techniques used by attackers to understand configurations of the system to further exploit it.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where (Processes.process=""*wmic* qfe*"" OR Processes.process=*systeminfo* OR Processes.process=*hostname*) by Processes.user Processes.process_name Processes.process Processes.dest 
 `drop_dm_object_name(Processes)` 
 eventstats dc(process) as dc_processes_by_dest by dest 
 where dc_processes_by_dest > 2 
 stats values(process) min(firstTime) as firstTime max(lastTime) as lastTime by user, dest 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 `system_information_discovery_detection_filter`"
"ESCU - System Processes Run From Unexpected Locations - Rule","This search looks for system processes that normally run out of C:\Windows\System32\ or C:\Windows\SysWOW64 that are not run from that location.  This can indicate a malicious process that is trying to hide as a legitimate process.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes where Processes.process_path !=""C:\\Windows\\System32*"" Processes.process_path !=""C:\\Windows\\SysWOW64*"" by Processes.user Processes.dest Processes.process_name Processes.process_id Processes.process_path Processes.parent_process_name Processes.process_hash
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)`
 `is_windows_system_file` 
 `system_processes_run_from_unexpected_locations_filter`"
"ESCU - Systems Ready for Spectre-Meltdown Windows Patch","Some AV applications can cause the Spectre/Meltdown patch for Windows not to install successfully. This registry key is supposed to be created by the AV engine when it has been patched to be able to handle the Windows patch. If this key has been written, the system can then be patched for Spectre and Meltdown.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Change_Analysis.All_Changes where All_Changes.object_category=registry AND (All_Changes.object_path=""HKLM\Software\Microsoft\Windows\CurrentVersion\QualityCompat*"") by All_Changes.dest, All_Changes.command, All_Changes.user, All_Changes.object, All_Changes.object_path 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 `drop_dm_object_name(""All_Changes"")`"
"ESCU - TOR Traffic - Rule","This search looks for network traffic identified as The Onion Router (TOR), a benign anonymity network which can be abused for a variety of nefarious purposes.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Network_Traffic where All_Traffic.app=tor AND All_Traffic.action=allowed by All_Traffic.src_ip All_Traffic.dest_ip All_Traffic.dest_port All_Traffic.action 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(""All_Traffic"")` 
 `tor_traffic_filter`"
"ESCU - Uncommon Processes On Endpoint - Rule","This search looks for applications on the endpoint that you have marked as uncommon.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes by Processes.dest Processes.user Processes.process Processes.process_name 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(Processes)` 
 `uncommon_processes` 
`uncommon_processes_on_endpoint_filter`"
"ESCU - Unload Sysmon Filter Driver - Rule","Attackers often disable security tools to avoid detection. This search looks for the usage of process `fltMC.exe` to unload a Sysmon Driver that will stop sysmon from collecting the data.","
 tstats `security_content_summariesonly` count min(_time) as firstTime values(Processes.process) as process max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name=fltMC.exe AND Processes.process=*unload* AND Processes.process=*SysmonDrv*  by Processes.process_name Processes.process_id Processes.parent_process_name Processes.process Processes.dest Processes.user 
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)` 
`unload_sysmon_filter_driver_filter`
 table firstTime lastTime dest user count process_name process_id parent_process_name process"
"ESCU - Unusually Long Command Line - MLTK - Rule","Command lines that are extremely long may be indicative of malicious activity on your hosts. This search leverages the Machine Learning Toolkit (MLTK) to help identify command lines with lengths that are unusual for a given user.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes by Processes.user Processes.dest Processes.process_name Processes.process 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)`
 eval processlen=len(process) 
 search user!=unknown 
 apply cmdline_pdfmodel threshold=0.01 
 rename ""IsOutlier(processlen)"" as isOutlier 
 search isOutlier > 0 
 table firstTime lastTime user dest process_name process processlen count 
 `unusually_long_command_line___mltk_filter`"
"ESCU - Unusually Long Command Line - Rule","Command lines that are extremely long may be indicative of malicious activity on your hosts.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes by Processes.user Processes.dest Processes.process_name Processes.process 
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)`
eval processlen=len(process) 
 eventstats stdev(processlen) as stdev, avg(processlen) as avg by dest 
 stats max(processlen) as maxlen, values(stdev) as stdevperhost, values(avg) as avgperhost by dest, user, process_name, process 
 `unusually_long_command_line_filter` 
eval threshold = 10 
 where maxlen > ((threshold*stdevperhost) + avgperhost)"
"ESCU - Update previously seen users in CloudTrail - DM","This search looks for CloudTrail events where a user logs into the console, then updates the baseline of the latest and earliest times, City, Region, and Country we have encountered this user in our dataset, grouped by user, within the last hour.","
 tstats earliest(_time) as firstTime latest(_time) as lastTime from datamodel=Authentication where Authentication.signature=ConsoleLogin by Authentication.user Authenticaiton.src 
 iplocation Authentication.src 
 rename Authentication.user as user Authentciation.src as src 
 table user src City Region Country firstTime lastTime 
 inputlookup append=t previously_seen_users_console_logins.csv 
 stats min(firstTime) as firstTime max(lastTime) as lastTime by user src City Region Country 
 outputlookup previously_seen_users_console_logins.csv"
"ESCU - USN Journal Deletion - Rule","The fsutil.exe application is a legitimate Windows utility used to perform tasks related to the file allocation table (FAT) and NTFS file systems. The update sequence number (USN) change journal provides a log of all changes made to the files on the disk. This search looks for fsutil.exe deleting the USN journal.","
 tstats `security_content_summariesonly` count values(Processes.process) as process values(Processes.parent_process) as parent_process min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name=fsutil.exe by Processes.user Processes.process_name Processes.parent_process_name Processes.dest  
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 search process=""*deletejournal*"" AND process=""*usn*"" 
 `usn_journal_deletion_filter`"
"ESCU - Web Servers Executing Suspicious Processes - Rule","This search looks for suspicious processes on all systems labeled as web servers.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.dest_category=""web_server"" AND (Processes.process=""*whoami*"" OR Processes.process=""*ping*"" OR Processes.process=""*iptables*"" OR Processes.process=""*wget*"" OR Processes.process=""*service*"" OR Processes.process=""*curl*"") by Processes.process Processes.process_name, Processes.dest Processes.user
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `web_servers_executing_suspicious_processes_filter`"
"ESCU - Windows DisableAntiSpyware Registry - Rule","The search looks for the Registry Key DisableAntiSpyware set to disable. This is consistent with Ryuk infections across a fleet of endpoints.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Registry where Registry.registry_key_name=""DisableAntiSpyware"" AND Registry.registry_value_name=""DWORD (0x00000000)"" by Registry.dest Registry.user Registry.registry_path Registry.registry_value_name 
 `drop_dm_object_name(Registry)` 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 `windows_disableantispyware_registry_filter`"
"ESCU - Windows hosts file modification - Rule","The search looks for modifications to the hosts file on all Windows endpoints across your environment.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Filesystem  by Filesystem.file_name Filesystem.file_path Filesystem.dest 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 search Filesystem.file_name=hosts AND Filesystem.file_path=*Windows\\System32\\* 
 `drop_dm_object_name(Filesystem)` 
 `windows_hosts_file_modification_filter`"
"ESCU - Windows Security Account Manager Stopped - Rule","The search looks for a Windows Security Account Manager (SAM) was stopped via command-line. This is consistent with Ryuk infections across a fleet of endpoints.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes WHERE (""Processes.process_name""=""net*.exe"" ""Processes.process""=""*stop \""samss\""*"") BY ""Processes.dest"", ""Processes.user"", ""Processes.process"" 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)` 
 `windows_security_account_manager_stopped_filter`"
